	0	1	2	3	4	5	6	7	8	9
Cardozo	0	0	0	0	0	1	0	0	0	0
widerhole	0	0	0	0	0	0	0	1	0	0
la	0	0	0	1	2	0	0	0	1	0
Goalie	0	0	0	0	0	0	0	0	0	1
hsv	0	1	0	0	0	0	0	0	0	0
dobe	0	0	1	0	0	0	0	0	0	0
redactedQ4tokens17characters	0	0	0	0	2	2	3	2	1	1
redactedQ17tokens92characters	0	0	0	0	0	0	0	1	0	0
???	0	0	0	0	0	1	0	1	3	2
det	1	2	2	2	0	0	0	1	1	0
Pseudocarlsbergstirnband	0	0	0	1	0	0	0	0	0	0
ichfindfuessballnurallvierjahrgeilwännischjetzwideroffside	0	0	0	0	0	1	0	0	0	0
fans	0	0	0	0	0	0	0	1	0	0
emojiQfaceWithStuckOutTongueAndWinkingEye	0	0	3	1	2	2	7	5	1	2
irgendøpper	0	1	0	0	0	0	0	0	0	0
müeh	0	1	0	2	0	0	0	0	0	0
uszwerte	0	0	0	0	0	0	1	0	0	0
redactedQ11tokens63characters	0	0	0	1	0	0	1	0	0	1
definitiv	0	4	0	0	0	1	0	0	0	0
redactedQ17tokens88characters	0	0	0	1	0	0	0	0	0	0
nächst	1	0	0	0	0	1	0	1	0	0
Wuche	0	0	0	0	0	0	1	0	0	0
leider	0	0	0	0	0	0	0	0	1	0
8	0	0	1	1	0	0	0	0	0	0
Kurs	0	0	0	0	0	0	1	0	0	0
Präventivmedizin	0	0	0	0	0	0	0	0	1	0
fer	0	1	0	0	0	0	0	0	0	0
wiwannihore	0	0	0	1	0	0	0	0	0	0
müess	0	0	0	0	1	0	0	0	0	0
aseile	0	0	0	0	0	1	0	0	0	0
chlättere	0	0	0	0	0	0	0	1	0	0
Gseht	0	0	0	0	0	0	0	0	0	1
dü	1	0	0	0	0	0	0	0	0	0
gitar	0	1	0	0	0	0	0	0	0	0
spillsch	0	0	1	0	0	0	0	0	0	0
Güete	0	0	0	0	1	0	0	0	0	0
wuchestart	0	0	0	0	0	1	0	0	0	0
Schlaf	0	0	0	0	0	0	0	1	0	0
güet	0	0	0	0	0	0	0	0	1	0
emojiQsleepingSymbol	0	0	0	0	0	0	0	0	0	1
wieder	2	4	4	5	2	1	1	1	0	3
epis	0	1	0	1	0	0	1	0	0	0
durch	0	0	1	0	0	0	0	0	0	0
Mälde	0	0	0	0	0	1	0	0	0	0
sch	0	0	0	0	0	0	0	1	0	0
später	0	0	0	0	0	0	0	0	1	0
numal	0	0	0	0	0	0	0	0	0	1
schöns	0	0	0	0	1	0	0	1	0	0
tähli	0	0	0	0	0	1	0	0	0	0
hey	0	0	0	0	0	0	0	1	0	0
cati	0	0	0	0	0	0	0	0	1	0
kraft	0	0	0	1	0	0	0	0	0	0
leer	0	0	0	0	0	0	0	0	0	1
fehler	0	1	0	0	0	0	0	0	0	0
verzeiht	0	0	0	0	0	0	0	0	1	0
redactedQ2tokens11characters	0	0	1	1	1	1	1	0	2	1
redactedQ4tokens20characters	0	0	0	0	0	3	3	2	4	1
recht	0	1	1	0	0	0	0	2	2	1
redactedQ6tokens31characters	0	0	0	0	1	2	0	2	1	1
redactedQ4tokens23characters	0	0	0	0	0	1	0	0	0	1
redactedQ5tokens28characters	0	0	0	0	0	0	1	2	1	0
ohhaa	0	0	0	0	0	0	0	1	0	0
irede	0	0	1	0	0	0	0	0	0	0
unds	0	0	0	1	0	0	0	0	0	0
redactedQ11tokens64characters	0	0	0	0	1	0	0	0	0	0
frögt	0	0	0	0	1	0	0	0	1	0
dennseisch	0	0	0	0	0	0	1	0	0	0
brih	0	0	0	0	0	0	0	0	1	0
bitzli	0	0	0	1	0	0	0	0	0	0
fändis	0	0	0	0	0	0	0	1	0	0
herzig	0	0	0	0	0	0	0	0	1	0
ta	0	0	1	0	0	0	0	0	0	0
redactedQ4tokens22characters	0	0	0	1	0	1	2	0	0	0
dasseen	0	0	0	0	0	0	1	0	0	0
ignoriersc	0	0	0	0	0	0	0	1	0	0
dassers	0	0	0	0	0	0	0	0	0	1
intensione	0	0	1	0	0	0	0	0	0	0
unddenn	0	0	0	0	0	0	0	0	1	0
hetter	0	0	0	0	0	0	0	1	0	2
afangsch	0	0	1	0	0	0	0	0	0	0
viiil	0	0	0	0	1	0	0	0	0	0
glück	0	0	2	0	0	1	0	0	0	0
!!!!!	0	0	0	0	0	0	1	0	0	0
emojiQfourLeafClover	0	0	0	0	0	0	0	1	0	0
redactedQ3tokens14characters	0	0	2	0	2	0	2	1	2	1
verabshidet	0	0	0	0	1	0	0	0	0	0
früener	0	0	1	0	0	0	0	1	1	0
etxt	0	0	0	0	0	0	1	0	0	0
nemli	0	0	0	0	0	0	0	1	0	0
nr	1	0	1	1	0	1	0	0	0	0
dus	5	1	0	0	0	0	0	0	1	0
schaffe	0	1	0	2	1	4	0	1	0	3
redactedQ5tokens30characters	0	0	0	0	0	2	0	1	1	2
mr	1	0	0	0	0	0	0	1	0	0
chöntet	0	0	0	0	1	0	0	0	0	0
dahi	0	0	0	0	0	0	0	0	1	0
schribi	0	0	0	0	0	0	0	0	0	1
null	0	0	0	0	0	0	1	0	0	0
schwager	0	0	1	0	0	0	0	0	0	0
wirsxh	0	0	0	1	0	0	0	0	0	0
redactedQ1tokens7characters	0	0	0	0	1	0	1	3	1	3
abstürzet	0	0	1	0	0	0	0	0	0	0
redactedQ7tokens34characters	0	0	0	0	2	0	2	0	0	0
ehh	0	0	0	0	0	0	1	0	0	0
dariooooii	0	0	0	0	0	0	0	1	0	0
wegee	0	0	0	0	0	0	0	0	0	1
sichr	1	0	0	0	0	0	0	0	0	0
bestane	0	1	0	0	0	0	0	0	0	0
hesxh	0	0	1	0	0	0	0	0	0	0
redactedQ10tokens55characters	0	0	0	0	1	0	0	1	0	0
ei	0	0	0	0	0	0	2	0	0	0
alki	0	0	0	0	0	0	0	0	0	1
unterlib	0	0	0	0	0	0	1	0	0	0
redactedQ15tokens80characters	0	0	0	0	0	0	1	1	1	0
xhans	0	0	0	0	0	0	0	0	0	1
eim	1	3	3	0	0	0	0	0	0	0
schwarz	0	1	1	0	0	0	0	1	0	0
auge	0	0	0	0	1	0	0	0	0	0
giulia	0	0	1	0	0	0	0	0	0	0
ztue	0	0	0	1	0	0	0	0	0	0
freu	0	0	0	0	0	0	0	1	0	0
teastament	0	0	0	1	0	0	0	0	0	0
erbe	0	0	0	0	0	1	0	0	0	0
ooook	0	0	0	0	0	0	0	1	0	0
redactedQ1tokens8characters	0	0	0	0	1	1	2	1	0	2
schlimmeri	0	1	0	0	0	0	0	0	0	0
imeer	0	0	0	0	1	0	0	0	0	0
22.	0	0	0	0	1	0	0	0	0	0
mom	0	0	0	0	0	0	0	0	0	1
dis	2	2	1	0	0	0	0	0	0	0
alexander	0	0	0	0	0	0	0	1	0	0
bevor	0	0	0	0	0	0	0	0	1	1
dim	0	0	1	1	0	0	0	1	0	2
sowiso	0	0	0	0	1	0	0	0	0	0
wersch	0	0	0	0	0	0	1	0	0	0
notlüg	0	0	0	0	0	0	0	0	0	1
ufzgi	0	0	1	0	0	0	0	0	0	0
knuddelig	0	0	0	0	0	1	0	0	0	0
heicho	0	0	0	0	0	0	0	0	0	1
ir	1	0	2	0	0	0	0	0	0	0
glichetimmer	0	0	0	0	0	1	0	0	0	0
schlafe	0	0	0	0	0	0	1	0	1	0
wend	1	0	0	0	0	1	0	1	0	0
wers	0	0	0	0	1	0	1	0	1	0
pro	0	0	0	0	0	0	1	0	0	1
möcht	0	0	1	0	0	0	0	0	0	0
meint	0	0	0	0	0	1	0	0	0	0
trurig	0	0	1	0	0	0	0	0	0	1
redactedQ11tokens61characters	0	0	0	0	0	0	1	1	0	0
ohhhh	0	0	0	0	0	0	0	0	1	0
gfröget	0	0	0	0	0	0	0	0	1	0
wes	0	0	0	0	0	1	0	0	0	1
schlussmache	0	0	1	0	0	0	0	0	0	0
dozmal	0	0	0	0	1	0	0	0	0	0
thema	0	0	0	0	0	0	0	1	0	0
verlange	0	0	1	0	0	0	0	0	0	0
zgseh	0	0	0	0	0	0	0	0	1	0
redactedQ4tokens24characters	0	0	0	0	0	0	1	1	1	1
zwinge	0	0	0	0	1	1	0	0	0	0
sry	0	0	0	0	0	1	0	0	0	0
ufgend	0	1	0	0	0	0	0	0	0	0
redactedQ25tokens142characters	0	0	0	0	0	1	0	0	0	0
oha	0	0	0	0	0	0	1	0	0	0
jtzt	0	0	0	0	0	0	0	1	0	0
afrika	1	0	0	0	0	0	0	0	0	0
aso	0	0	0	0	1	0	0	0	0	1
schwer	0	0	0	0	0	0	0	1	0	0
!!!	1	0	0	1	0	0	2	2	1	0
redactedQ7tokens48characters	0	0	0	0	0	0	0	0	0	1
abhängt	0	0	0	1	0	0	0	0	0	0
ger	0	0	0	0	0	0	0	0	0	1
samstig	0	0	1	1	1	0	0	0	1	0
sunntig	0	0	1	0	0	0	0	0	1	0
volürsch	0	0	1	0	0	0	0	0	0	0
sa	0	0	0	0	0	0	1	0	0	0
anstatt	0	0	0	0	0	0	0	1	0	0
habe	0	0	0	3	0	3	1	1	0	0
ziehst	0	0	0	0	0	0	0	0	0	3
bemerkt	0	0	4	0	0	0	0	0	0	0
nummer	0	0	0	0	0	3	0	0	0	0
fehlt	0	0	0	0	0	0	0	0	3	0
schon	0	1	4	0	0	0	0	0	0	0
frank	0	1	0	0	0	0	1	0	0	0
noed	0	1	3	0	0	0	0	0	1	0
redactedQ2tokens9characters	0	0	1	2	2	3	5	1	1	2
ch	0	0	0	0	1	0	0	1	1	0
skuvert	1	0	0	0	0	0	0	0	0	0
acho	0	1	0	0	0	0	0	0	0	0
redactedQ2tokens8characters	0	0	1	1	3	1	2	2	1	0
moll	0	0	0	1	0	0	0	0	1	0
choemed	0	0	1	0	0	0	0	0	0	0
outventure	0	0	0	0	0	0	1	0	0	0
engelberg	0	0	0	0	0	0	0	0	0	1
j	0	1	0	0	0	0	0	0	0	0
amsterdam	0	0	0	0	0	1	0	0	0	0
goend	0	0	0	0	0	0	1	0	0	0
sim	0	0	0	0	0	0	0	1	1	0
konzert	0	0	0	1	0	0	1	1	0	1
gasch	0	0	0	1	0	0	0	0	0	0
redactedQ8tokens36characters	0	0	0	0	1	0	1	0	0	0
jaaaa	0	0	0	0	0	0	0	0	1	0
redactedQ5tokens19characters	0	0	0	1	1	0	0	0	0	2
oepper	1	0	0	0	1	0	0	0	0	0
flaesche	0	0	0	1	0	0	0	0	0	0
kauft	0	0	1	0	1	0	2	0	0	0
zweite	0	0	0	0	0	0	0	0	0	1
whatsapp	1	0	0	0	0	0	0	0	0	2
suechfunktion	0	0	1	0	0	0	0	0	0	0
gwuesst	0	0	0	0	0	0	0	0	0	1
hert	0	0	0	1	0	0	1	0	0	0
troimt	0	0	0	0	1	0	0	0	0	0
umestrample	0	0	0	0	0	0	0	1	0	0
lalle	0	0	0	0	0	0	0	0	0	1
stund	0	0	2	0	0	1	0	0	1	1
xi	0	0	0	1	3	0	0	1	0	1
ander	0	1	0	0	1	0	0	1	0	0
liit	0	0	1	0	1	0	0	1	0	0
zug	0	1	1	0	1	1	2	1	0	0
abgfahre	0	0	0	0	0	0	0	1	0	0
tmurgrit	1	0	0	0	0	0	0	0	0	0
tschaui	0	0	1	0	0	0	0	0	0	0
komisch	1	2	0	0	0	1	0	0	0	0
redactedQ20tokens117characters	0	0	0	0	0	0	0	1	0	0
redactedQ1tokens11characters	0	0	0	0	0	0	0	0	1	0
sueched	0	0	0	1	0	0	0	0	0	0
jedem	0	0	0	1	0	0	0	0	1	0
schluck	0	0	0	0	0	0	0	0	0	1
zolli	0	0	0	0	0	0	1	0	0	0
pfuuset	0	0	0	1	0	0	0	0	0	0
her	0	0	1	0	0	1	0	0	0	0
nuet	0	0	0	0	0	0	1	0	0	0
ueberstuerze	0	0	0	0	0	0	0	0	1	0
BÄM	0	1	0	0	0	0	0	0	0	0
amacht	0	0	1	0	0	0	0	0	0	0
fuehl	0	0	0	0	0	1	0	0	0	0
wienen	0	0	0	0	0	0	0	0	1	0
star	0	0	0	0	0	0	0	0	0	1
komischi	0	0	1	0	0	0	0	0	0	0
sprach	0	0	0	1	0	0	0	0	0	0
wuerdi	0	0	0	0	0	0	1	0	0	0
denke	0	0	0	1	0	0	2	1	1	1
telefoniere	0	1	0	1	0	0	0	0	0	0
choend	0	0	1	0	0	0	0	0	0	0
xehnd	0	0	0	0	1	1	0	0	0	0
obs	0	0	0	0	0	0	0	1	1	0
imne	0	0	0	0	0	0	0	0	0	1
tags	0	0	0	0	0	1	0	0	0	0
likes	0	0	0	0	0	0	0	0	1	0
abwarten	0	0	0	0	0	0	0	0	0	1
usrechniscj	0	1	0	0	0	0	0	0	0	0
redactedQ4tokens16characters	0	0	1	0	1	0	0	1	1	0
sharon	0	0	0	1	0	0	0	0	0	0
oises	0	0	0	0	0	1	0	0	0	0
mitleid	0	0	0	0	0	0	1	0	0	0
glost	0	0	0	0	0	0	0	1	0	0
pushup	0	0	0	1	0	0	0	0	0	0
aleit	0	0	0	0	1	0	0	0	0	0
dmalin	0	0	0	0	0	0	1	0	0	0
wele	0	0	1	0	0	0	0	0	0	0
tel	0	0	0	1	0	0	0	0	0	0
nit	0	2	0	0	0	0	1	0	1	0
möge	0	0	0	1	0	0	0	0	0	1
zmittagässe	0	0	1	0	0	0	0	0	0	0
gahsch	0	0	0	2	0	0	0	0	0	0
redactedQ20tokens115characters	0	0	0	0	0	1	0	0	0	0
Och	0	0	0	0	0	0	1	0	0	0
emojiQperseveringFace	0	0	0	0	1	0	0	0	0	1
severin	0	0	1	0	0	0	0	0	0	0
wenigstens	1	0	0	1	1	0	0	0	1	0
chräftig	0	0	0	0	1	0	0	0	0	0
ghulfe	0	0	0	0	0	1	0	0	0	0
koche	0	0	0	0	0	0	0	0	1	0
dra	0	1	1	0	0	0	0	0	0	0
wili	0	0	0	0	0	0	0	1	0	0
Gshenkli	0	0	0	1	0	0	0	0	0	0
chönti	0	1	0	0	1	0	0	0	0	0
bringe	0	0	0	0	0	0	1	0	0	0
hallo	0	0	0	0	0	0	1	0	0	1
Geburtstag	0	0	0	0	1	0	1	0	0	0
Sish	0	0	0	0	0	0	0	0	0	1
verständlich	0	0	0	0	0	0	0	0	0	1
na	1	2	2	0	0	0	2	2	0	0
erledige	0	0	0	0	0	0	0	1	0	0
dinere	0	0	1	0	0	0	0	0	0	1
familie	0	0	1	2	0	0	0	0	1	0
moment	0	0	0	0	0	1	0	1	0	0
sho	1	0	3	3	0	0	1	1	1	1
nümme	0	0	0	0	1	1	0	0	0	0
Hesh	0	0	0	0	0	0	0	0	0	1
Sache	0	0	1	0	0	0	0	0	0	0
bildqualität	0	0	0	1	0	0	0	0	0	0
Abschlussvideo	0	0	0	0	0	1	0	0	0	0
Untershied	0	0	0	0	0	0	0	1	0	0
gsehd	0	0	0	0	0	0	0	0	1	0
Dinah	0	0	0	0	0	0	0	1	0	0
siit	1	0	0	0	0	0	0	0	0	0
Abschlussparty	0	0	1	0	0	0	0	0	0	0
Bade	0	0	1	0	0	0	0	0	0	0
;*	0	0	0	0	0	0	0	1	0	0
neei	0	0	0	0	0	0	0	0	1	0
Ziitig	0	0	0	0	1	0	0	0	0	0
erfahre	0	0	0	0	0	0	1	0	0	0
meine	1	0	0	0	0	1	0	3	0	1
Tickets	0	0	0	1	0	0	0	0	0	0
Antworten	0	0	0	0	0	0	0	1	0	0
bekommst	0	0	0	0	0	0	0	0	1	0
eile	0	0	1	0	0	0	0	0	0	0
bist	0	0	4	2	1	0	0	0	0	0
freunde	0	0	0	0	0	0	1	0	0	0
vergessen	0	0	0	0	0	0	0	2	0	0
Dich	0	1	0	0	0	0	0	0	0	0
redactedQ189tokens1132characters	0	0	0	0	0	0	0	0	1	0
ehn	1	4	0	1	0	0	0	0	0	0
nechst	0	0	0	1	0	0	0	0	0	0
aspreche	0	0	1	0	0	1	0	1	0	0
mosch	0	0	0	0	0	0	1	0	0	0
redactedQ8tokens33characters	0	0	0	0	0	1	1	0	1	0
Okay	0	0	0	0	0	0	0	1	0	1
sech	0	4	0	0	0	0	1	0	1	0
get	0	0	1	0	1	0	0	0	0	0
redactedQ25tokens130characters	0	0	0	0	0	0	0	1	0	0
ehr	2	0	0	0	1	0	0	0	0	0
eppis	1	2	0	0	0	0	0	0	0	0
normals	0	1	0	0	0	0	1	0	0	0
Vllt	0	0	0	0	2	0	0	0	0	0
moss	0	0	0	0	0	1	0	1	0	0
redactedQ7tokens39characters	0	1	0	0	0	2	0	2	0	0
redactedQ10tokens44characters	0	0	1	0	0	0	0	0	0	0
Ka	0	0	0	1	0	0	2	0	0	0
wieso	0	0	0	0	1	0	0	2	0	2
mached	0	0	0	0	1	1	0	1	0	0
nüt	0	1	1	0	0	0	0	2	0	0
fo	0	0	3	1	0	0	0	0	0	0
weisches	0	0	0	0	0	0	0	1	0	0
beid	0	1	0	0	0	1	0	0	0	0
gfrogt	0	0	0	1	0	1	0	0	0	0
redactedQ12tokens65characters	0	0	0	0	0	0	1	0	0	0
sicher	0	3	1	0	1	3	0	0	4	2
meitli	0	0	0	0	0	0	1	0	0	0
morge	0	0	1	1	0	0	0	0	0	1
Abr	0	0	0	0	1	2	0	0	0	0
fragt	0	0	1	0	0	0	0	0	0	0
denksch	0	0	0	0	0	1	0	0	0	0
So	0	0	0	2	0	1	0	2	1	0
zrugg	0	0	1	0	0	0	0	1	0	0
gschrie	0	0	0	0	0	0	0	0	0	1
antwort	0	0	0	0	1	0	0	0	0	0
schuldig	0	0	0	1	0	1	0	0	0	0
Yeah	0	0	0	0	0	0	0	0	0	1
weder	0	0	3	2	0	0	1	0	0	0
schribe	0	0	0	3	0	0	0	0	0	0
be	0	0	0	0	2	0	2	0	0	0
gaaanz	0	0	1	0	0	0	0	0	0	0
wiit	0	0	1	1	0	0	0	0	1	0
abe	0	0	0	0	1	1	0	0	0	0
nömm	0	1	2	0	1	0	0	0	0	1
yasmin	0	0	1	0	0	0	0	0	0	0
heisse	0	0	0	1	0	0	0	0	0	0
bechunsch	0	0	0	0	0	1	0	0	0	0
ufmerksamkeit	0	0	0	0	0	0	0	0	1	0
redactedQ5tokens22characters	0	0	1	1	0	1	1	2	1	1
kämpft	0	0	0	1	0	0	0	0	0	0
wenni	0	0	0	0	2	0	0	0	0	0
ergriffe	0	0	0	0	0	0	0	0	1	0
redactedQ3tokens16characters	0	0	0	0	0	0	0	0	0	1
arschloch	0	0	1	0	0	0	0	0	0	0
iscg	0	0	0	1	0	0	0	0	0	0
redactedQ2tokens14characters	0	0	0	0	1	2	1	0	1	0
agsproche	0	1	0	0	0	0	0	0	0	0
redactedQ3tokens17characters	0	0	0	1	0	2	0	0	1	0
You	0	0	0	0	0	1	0	0	0	0
must	0	0	0	0	0	0	1	0	0	0
talk	0	0	0	0	0	0	0	1	0	0
to	0	0	0	0	0	0	0	0	1	1
him	0	0	0	0	0	0	0	0	0	1
einisch	2	0	0	0	0	0	0	0	0	0
colin	0	0	1	0	0	0	0	0	0	0
sid	0	0	0	0	0	0	1	0	0	0
fröndin	0	1	0	0	0	0	0	0	0	0
klärt	0	0	1	0	0	0	0	1	0	0
bahnhof	0	0	0	1	0	0	0	0	0	0
abmachet	0	1	0	0	0	0	0	0	0	0
redactedQ6tokens32characters	0	0	0	1	0	0	1	0	0	0
okay	0	0	0	1	0	0	1	0	1	0
uuund	0	0	0	0	0	0	0	1	0	0
besch	0	1	1	0	0	0	0	0	2	0
meldet	0	0	0	1	0	0	0	0	0	0
aff	0	0	0	0	0	0	0	0	0	1
vellne	0	0	0	0	1	0	0	0	0	0
ben	0	0	0	0	0	1	1	0	0	0
hoffe	0	0	0	0	0	0	1	0	1	0
beez	0	0	1	0	0	0	0	0	0	0
on	1	1	1	1	0	0	0	0	0	0
his	0	0	0	0	1	0	0	0	0	0
mind	0	0	0	0	0	1	0	0	0	0
redactedQ9tokens51characters	0	0	0	0	0	0	0	1	0	0
interesse	0	0	2	3	0	0	0	0	0	0
vell	1	1	0	0	1	0	0	0	0	0
händ	0	0	0	1	1	1	0	1	0	0
laufe	0	0	1	0	0	1	0	0	0	0
redactedQ19tokens101characters	0	0	0	1	0	0	0	0	0	0
Neei	0	0	0	0	0	1	0	0	0	0
lune	0	0	0	1	0	0	0	0	0	0
verdirbt	0	0	0	0	1	0	0	0	0	0
keis	1	0	0	0	0	0	1	1	0	0
bizzli	0	0	0	0	0	0	0	0	1	0
redactedQ3tokens15characters	0	0	0	2	5	1	1	0	0	0
Moll	0	0	0	0	0	1	0	0	0	0
fende	0	0	0	0	0	0	0	1	0	0
öbere	0	0	1	0	0	0	0	0	0	0
hött	0	0	1	0	0	0	0	0	0	0
gsehn	0	0	0	0	2	0	1	1	0	0
emojiQfaceWithMedicalMask	0	0	0	0	0	1	0	0	0	0
Ha	0	0	0	0	0	1	2	0	0	1
gwösses	0	0	1	0	0	0	0	0	0	0
Susch	0	0	0	0	0	0	0	1	0	0
17.49	1	0	0	0	0	0	0	0	0	0
fahrt	0	0	1	0	0	0	0	0	0	0
hoffsch	1	0	0	0	0	0	0	0	0	0
mech	0	3	0	1	0	0	0	0	0	1
abezieht	0	0	0	1	0	0	0	0	0	0
redactedQ13tokens70characters	0	0	0	0	1	0	0	0	0	0
you	0	0	0	0	0	0	0	1	0	0
have	0	0	0	0	0	0	0	0	1	0
bliibe	0	1	0	0	0	0	0	0	0	0
redactedQ24tokens114characters	0	0	0	1	0	0	0	0	0	0
redactedQ8tokens41characters	0	0	0	0	1	2	0	0	0	1
Met	0	0	0	0	0	0	1	0	0	0
laura	0	0	0	0	0	0	0	0	1	0
glöck	0	0	1	0	0	0	0	0	0	0
heches	0	0	0	0	0	0	1	0	0	0
verdient	0	0	0	0	0	0	0	1	0	0
stört	0	0	1	0	1	0	0	0	0	0
wörklech	0	0	0	0	0	0	1	0	0	0
kolleg	0	0	1	1	0	0	0	0	0	0
cheggi	0	0	0	0	0	0	0	1	0	0
ersch	0	1	0	0	0	0	0	0	0	0
spöter	0	3	1	1	0	0	0	0	0	0
nimm	0	0	1	0	0	0	0	1	0	0
scherz	0	0	0	0	1	0	0	0	0	0
redactedQ6tokens30characters	0	0	0	0	1	0	0	0	2	0
redactedQ8tokens40characters	0	0	0	0	0	1	1	0	0	0
under	0	0	2	0	0	0	0	0	0	1
friendship	0	0	0	1	0	0	0	0	0	0
redactedQ16tokens70characters	0	0	0	0	0	0	0	0	1	0
för	0	0	2	0	0	0	1	0	1	0
empfindsch	0	0	0	0	1	0	0	0	0	0
??	0	0	0	0	1	1	1	0	2	1
redactedQ12tokens53characters	0	0	0	0	0	0	0	0	0	1
send	0	1	0	2	0	0	0	0	0	1
redactedQ11tokens48characters	0	0	0	0	1	1	0	0	0	0
redactedQ10tokens51characters	0	0	0	0	0	1	2	0	0	0
Oooh	0	0	0	0	0	0	0	1	1	0
abgmacht	0	0	1	0	0	0	0	0	0	0
Ju	0	0	0	0	0	0	1	0	0	0
redactedQ20tokens99characters	0	0	0	0	0	1	0	0	1	0
Si	0	0	1	1	1	0	2	0	0	2
dami	0	1	0	0	0	0	0	0	0	0
ihrera	0	0	0	0	1	0	0	0	0	0
gfroogt	0	0	0	0	0	0	1	0	0	0
gwünnsh	0	0	0	0	1	0	0	0	0	0
redactedQ8tokens42characters	0	0	0	0	0	1	1	1	0	0
waiss	0	0	0	0	0	0	0	0	0	1
wohrshinlich	0	1	0	0	0	0	0	0	0	0
nöggsta	0	0	0	1	0	0	0	0	0	0
n	0	3	0	0	0	1	0	0	1	0
arrest	0	0	0	0	0	0	1	0	0	0
vum	0	0	0	0	0	0	0	1	0	0
iwas	1	0	0	0	0	0	0	0	0	0
passiart	0	1	0	0	0	0	0	0	0	0
Auf	0	0	0	0	0	1	0	0	0	0
catia	0	0	0	0	0	0	1	0	0	1
warten	0	0	0	0	0	0	0	1	0	0
fühlsh	0	0	0	0	1	0	0	0	0	0
niamert	0	0	0	0	0	0	0	1	0	0
armend	0	0	1	0	0	0	0	0	0	0
zwor	0	0	0	0	0	0	0	1	0	0
könnti	0	0	0	0	0	0	0	0	0	1
süss	0	0	1	0	0	0	0	0	0	0
finda	0	0	0	1	0	0	0	0	0	0
Joo	0	0	0	0	0	1	0	0	0	0
kli	0	0	1	0	1	0	0	0	0	2
verruckt	0	0	1	0	0	0	0	0	0	0
redactedQ29tokens147characters	0	0	0	0	0	0	0	1	0	0
tuat	0	1	0	0	1	0	0	0	0	0
Aso	0	0	0	1	0	0	0	0	1	1
vu	0	0	0	0	2	0	0	0	0	0
minem	0	1	0	0	0	1	0	0	0	0
ex	0	0	0	0	0	0	1	0	0	0
naja	0	0	0	0	1	0	0	0	1	0
dumm	0	3	1	0	1	0	0	1	1	0
redactedQ51tokens251characters	0	0	0	0	0	0	0	1	0	0
müad	0	1	0	0	0	0	0	0	0	0
redactedQ11tokens49characters	0	0	0	0	0	0	1	0	0	0
Aah	0	0	0	0	0	0	0	1	0	1
eina	0	1	0	0	0	0	0	0	0	0
verknallt	0	0	0	0	1	0	0	0	0	0
Sorry	0	0	0	0	0	0	1	0	1	0
raiZza	0	0	0	0	0	0	0	0	0	1
ahgrifa	0	0	0	0	1	0	0	0	0	0
müasti	0	0	0	0	0	1	0	0	0	0
törften	0	0	0	0	0	0	0	0	1	0
miar	0	2	0	0	0	0	0	0	0	2
mitnimmt	0	0	1	1	0	0	0	0	0	0
siher	0	0	0	0	0	0	0	0	1	0
lustig	0	0	0	0	0	0	0	0	0	1
erinnerish	0	0	0	0	0	1	0	0	0	0
;O	0	0	0	0	0	0	1	0	0	0
redactedQ36tokens182characters	0	0	0	0	0	0	0	1	0	0
Jaap	0	0	0	0	0	0	0	0	1	0
üsi	1	0	1	0	0	0	0	0	0	0
fründschaft	0	0	0	1	0	0	0	0	0	0
gfohr	0	0	0	0	0	1	0	0	0	0
redactedQ32tokens161characters	0	0	0	0	0	0	0	0	0	1
sägga	0	0	0	0	1	0	0	0	0	0
buab	0	0	1	0	0	0	0	0	0	0
Jajaa	0	0	0	0	0	0	0	1	0	0
Wegm	0	0	0	0	0	0	0	0	0	1
tüan	0	0	1	0	0	0	0	0	0	0
Buoah	0	0	0	0	1	0	0	0	0	0
Han	0	0	0	0	1	0	2	2	2	0
angst	0	1	0	1	0	0	0	0	1	0
ma	1	1	0	0	0	0	0	0	0	0
unwichtig	0	0	0	0	1	0	0	0	0	0
nd	0	2	0	1	2	3	1	4	1	1
liggt	0	0	0	0	1	0	0	0	0	0
wia	0	0	1	0	0	0	1	0	0	1
kunnt	1	0	0	0	0	0	0	1	0	0
redactedQ16tokens77characters	0	0	0	0	1	0	0	0	0	0
guat	0	0	0	0	0	0	0	1	0	0
;))	0	0	0	0	1	0	0	0	1	0
Gell	0	0	0	0	0	1	1	1	0	1
gnoh	0	0	0	1	2	0	0	0	0	0
hesh	0	0	2	2	5	3	4	2	0	0
wonni	0	0	0	0	0	0	1	0	0	0
sit	0	1	0	1	0	0	0	1	2	0
johra	0	0	0	0	0	0	0	0	1	0
kha	0	0	0	0	0	0	0	0	0	1
waish	0	1	0	0	0	1	0	0	1	0
redactedQ27tokens128characters	0	0	0	0	0	0	0	0	0	1
Schrib	0	0	0	0	1	0	0	0	0	0
ihra	0	0	0	0	0	1	0	0	0	0
redactedQ6tokens25characters	0	0	0	0	0	0	0	0	1	1
Tuat	0	0	0	0	0	0	0	0	0	1
unsicher	0	1	0	0	0	0	0	0	0	0
gera	0	0	1	0	0	1	0	0	0	0
umgikehrt	0	0	0	0	0	1	0	0	1	0
ufreggsh	0	0	0	0	1	0	0	0	0	0
nochher	0	0	0	0	0	0	1	0	0	1
ticksh	0	0	0	1	0	0	0	0	0	0
:*	0	0	0	0	0	1	0	0	0	0
